BCL,BCC,BCL_Filtered,BCC_Filtered
-,-,-,-
0.000181210051847103,0.00048795941400286,4.50332398204009e-22,9.55263228625513e-21
0.000183880340092202,0.000497257739142045,2.9416988823111e-06,9.83939404959475e-06
0.000187265884117239,0.000507605106091804,3.87963491911311e-06,1.94364862582885e-05
0.00018728972597657,0.00051684382658266,3.56354287166817e-06,2.84369676754058e-05
0.000187587749218211,0.000524735482021301,4.14237801243024e-06,3.65221783568536e-05
0.000190925609524584,0.000531017811955083,5.85679156221115e-06,4.34759394685168e-05
0.000192511093170112,0.00053701403957689,6.8153575581833e-06,4.88606599176535e-05
0.000192499172240446,0.000540626081265573,6.01591119175519e-06,5.17354128052249e-05
0.000191450130429872,0.000538933309253055,4.82317411095077e-06,5.0998304666602e-05
0.000192654144326099,0.000534069569949482,4.79646926055354e-06,4.61491915387315e-05
0.000194334995408952,0.00052607062614385,5.61563850894797e-06,3.77519230077351e-05
0.000195360195360195,0.000516033203365398,6.39782348800539e-06,2.72894184103963e-05
0.00019766093478566,0.000505244762018011,7.83166204233759e-06,1.66640551426351e-05
0.000201761734590634,0.00049506428808357,1.1153824000598e-05,7.61824253116273e-06
0.000206875813417185,0.000489938288327353,1.54950971150202e-05,1.18377880078753e-06
0.000210165990004897,0.000486469297794658,1.82204432922918e-05,-2.68516656043102e-06
0.000210464013246537,0.000483167200277281,1.81005797359453e-05,-5.08296604888758e-06
0.000209903729552253,0.000479829339970907,1.63937062482839e-05,-7.64667334661463e-06
0.000208568585429703,0.000477755098209089,1.43243984016336e-05,-1.168628976674e-05
0.000205612194872629,0.000472176103125578,1.13795043686646e-05,-1.72537600896215e-05
0.000202250492706924,0.000463998345374962,7.22419986901812e-06,-2.26773339020136e-05
0.000200581562553737,0.000464689759295568,3.61327880348645e-06,-2.51535856786359e-05
0.000198292744057938,0.000466179875503771,2.50022216955825e-06,-2.25363179342696e-05
0.000199961674211125,0.000472748307749528,3.09833944534227e-06,-1.54080607710268e-05
0.000201463711348993,0.000481474428264763,2.79857208920815e-06,-7.56457088928126e-06
0.000199079525415869,0.000484907656008461,7.32269577798358e-07,-3.65133581970641e-06
0.000196635734834417,0.000483346014222265,-1.56824934532795e-06,-5.40521145649171e-06
0.000196814548779401,0.000478673009793342,-3.32786084139017e-06,-1.02440308936134e-05
0.000194180023323299,0.000474214582098399,-6.33667795598122e-06,-1.41283585396466e-05
0.000187981139897176,0.000473582772826122,-1.23958808162526e-05,-1.56712759008983e-05
0.000180780898379141,0.000471723107798285,-2.01715498688781e-05,-1.67311272086523e-05
0.000176119814879883,0.00046904089862352,-2.61297003609774e-05,-1.92483455797338e-05
0.000174438963797031,0.000466895131283708,-2.83269895423338e-05,-2.28309876492834e-05
0.0001740336521884,0.000462543991955757,-2.80834232412962e-05,-2.57230940026608e-05
0.00017566681955259,0.000461185005973876,-2.77368508187823e-05,-2.66108951550169e-05
0.000176823149730155,0.000465106991833865,-2.76364194803321e-05,-2.45363452772785e-05
0.000178229819430698,0.00047048333111306,-2.59433001108865e-05,-1.84675222959881e-05
0.0001831531633826,0.000478708772582339,-2.11069052045783e-05,-8.65543306029086e-06
0.000191581260656194,0.000490808516192944,-1.39158391989121e-05,2.27715209285933e-06
0.000199329864938847,0.000500834018041731,-6.80062793237597e-06,1.13517551969439e-05
0.000204122078664427,0.00050619843639126,-1.3643680833608e-06,1.81679043589516e-05
0.000209224236561312,0.00051147940823313,2.83113312420268e-06,2.43092674118966e-05
0.000214099896794551,0.000518441231157853,6.89160955645861e-06,2.99296909109916e-05
0.000217771543131563,0.00052212479842453,1.07307246782043e-05,3.26876963150823e-05
0.00022060872439198,0.000516998798668313,1.33605440576095e-05,3.06393425291554e-05
0.000222957147536108,0.000512361557028386,1.47224274062465e-05,2.49262700358415e-05
0.000223791612612701,0.000507521659584144,1.61539789304535e-05,1.89004731963208e-05
0.000227463258949712,0.000503039390029871,1.87062288975843e-05,1.53343603207315e-05
0.000230419649506786,0.000500583678518753,2.17473409717105e-05,1.47598932664286e-05
0.000232231630815961,0.00050301554817054,2.36953809706379e-05,1.55801794131255e-05
0.000232768072650914,0.000503194362115524,2.35642695920977e-05,1.53494924115603e-05
0.000231015695990067,0.000498306780952619,2.13131351420274e-05,1.271385063133e-05
0.000226235403194153,0.000494754343912264,1.72798133498808e-05,8.53729979348865e-06
0.000221657766202555,0.000491166144082912,1.20723591449515e-05,4.68823518431291e-06
0.000217127812929619,0.000487720995409548,6.78319220337527e-06,1.84096758336715e-06
0.000211536896916443,0.00048431160952518,2.50313835142525e-06,-7.78116984772831e-07
0.000209915650481918,0.000481367139897772,-5.4484365842038e-07,-3.92320151962438e-06
0.000206959259924844,0.00047682526569517,-3.01305919909971e-06,-8.03235652022293e-06
0.000203919422860111,0.000470471410183394,-5.57068429926164e-06,-1.40974384674557e-05
0.000202274334566255,0.000461387661778191,-8.33379796376261e-06,-2.26524432810975e-05
0.000198876869611554,0.000452506569177304,-1.09734320875243e-05,-3.12416607946665e-05
0.000196826469709067,0.000448095825201024,-1.29061107381199e-05,-3.50193453686337e-05
0.000196683418553079,0.000452113178498338,-1.34522070932993e-05,-3.14613722422177e-05
0.000197386753403351,0.000458610085166102,-1.23695821514503e-05,-2.33498345193425e-05
0.000199520599813497,0.00046615603364444,-1.03620871960761e-05,-1.58574104603497e-05
0.00020081998114705,0.000470411805535066,-8.64703439059339e-06,-1.17833346657925e-05
0.000201392185771,0.000470018414856101,-7.88360339030903e-06,-1.0786229375004e-05
0.000201809418309296,0.000468945531186195,-7.81532808712127e-06,-1.16754109545982e-05
0.000201332581122671,0.000467169312666018,-7.88325005500544e-06,-1.31502177930588e-05
0.000200760376498722,0.000467085866158358,-7.60764270762934e-06,-1.28490348496697e-05
0.000202596199667227,0.000471079377596341,-6.28415018074171e-06,-8.13342117543501e-06
0.000205612194872629,0.000479388265573279,-3.13393574974933e-06,1.34732874875125e-06
0.00020955802259195,0.000491964846370509,1.56875870160172e-06,1.28620409115806e-05
0.000213408482873945,0.000500488311081428,5.92814623297901e-06,2.27611531658772e-05
0.000215768826947738,0.000505387813173998,7.8496410097425e-06,2.90645643691006e-05
0.000214672101418501,0.000509500533908637,7.23472640536247e-06,3.23952007383609e-05
0.000213134301491636,0.000512111217505408,6.31709079880361e-06,3.52141836973931e-05
0.000213575375889264,0.000514364273212211,7.53581707749401e-06,3.96006325836288e-05
0.000218129171021531,0.000519883663647393,1.11934071513704e-05,4.46535092210001e-05
0.00022118092901593,0.000521504910081918,1.52811862304814e-05,4.65381081666384e-05
0.000222337259193495,0.000516808063793663,1.74144352139065e-05,4.24148622569529e-05
0.000222361101052827,0.00050734284563916,1.68037842439887e-05,3.39900878617636e-05
0.000219070924465115,0.000498724013490916,1.45357239614055e-05,2.57509035198737e-05
0.000216984761773632,0.000493168860266737,1.23024697055185e-05,1.99820966194248e-05
0.000214731706066829,0.000488054781440185,1.10037072206533e-05,1.52193743305879e-05
0.000213646901467258,0.000480604200399172,1.03034997811474e-05,9.42688475145504e-06
0.000212478650360027,0.000473630456544784,9.12024310694015e-06,2.41581064400892e-06
0.000209844124903925,0.000467050103369361,6.50320637561643e-06,-5.46825329462275e-06
0.000203943264719442,0.000455534485312372,2.435989848299e-06,-1.47056058485937e-05
0.000200164330015441,0.000444662597457325,-1.97020599344449e-06,-2.51530487673893e-05
0.000196862232498064,0.000436091449027744,-5.34224495322548e-06,-3.49539417658257e-05
0.000193727027996005,0.000427305723864181,-7.33022673631385e-06,-4.26224093961795e-05
0.000191652786234187,0.000420904184633743,-8.74381246459103e-06,-4.87840626379025e-05
0.000190567981634616,0.000415456319776554,-1.02587491211739e-05,-5.37744484774364e-05
0.000188982497989088,0.000414538408192301,-1.16361145831088e-05,-5.47701660721432e-05
