BCL,BCC,BCL_Filtered,BCC_Filtered
-,-,-,-
-0.00398676419179226,-0.00310362595937407,-7.75618292100205e-21,2.13180768180414e-20
-0.00399297499614805,-0.00310386437796738,-6.02948354303665e-06,-1.8328160770921e-06
-0.00400015139580675,-0.0031063200894785,-1.15891532654523e-05,-3.44012502583332e-06
-0.0040041568281744,-0.00310782212661637,-1.43219113785297e-05,-5.35392409769006e-06
-0.0040038468840031,-0.00310980100094086,-1.4353897609555e-05,-9.19903994999063e-06
-0.0040072085861688,-0.0031169654796699,-1.68418810867871e-05,-1.64230044381313e-05
-0.00401759171590756,-0.00312615651644209,-2.50280654140393e-05,-2.5948582140882e-05
-0.00402529263647155,-0.00313379783235775,-3.34512586897333e-05,-3.38401829973126e-05
-0.00402678275267975,-0.00313479919044967,-3.36434529416319e-05,-3.6388343882187e-05
-0.00401928448792007,-0.00313185472082226,-2.49787380392895e-05,-3.34268257221471e-05
-0.00400886559539232,-0.00312622804202008,-1.4234452486831e-05,-2.81549389693683e-05
-0.00400074744229003,-0.00312138814457584,-5.30506655894809e-06,-2.41381472342895e-05
-0.00399223589850878,-0.00311996955394563,4.32285792365938e-06,-2.28557253110273e-05
-0.00398107790834176,-0.00311913508886904,1.60438424676538e-05,-2.32936375751905e-05
-0.00397242331340452,-0.00311931390281402,2.5179560122368e-05,-2.30043399620078e-05
-0.00397232794596719,-0.00311558265182869,2.64386712496717e-05,-2.00978341186467e-05
-0.00397918248052493,-0.0031100632613935,2.03226079226246e-05,-1.50509227971449e-05
-0.0039889338009914,-0.00310477036862197,1.12140769295772e-05,-1.01491557158719e-05
-0.00399823212613059,-0.00310093182926964,2.06433042541228e-06,-6.62354495973031e-06
-0.00400828146983871,-0.00309734362944029,-6.26539990104955e-06,-3.29711582621959e-06
-0.00401519560904477,-0.00309287328081568,-1.2831765972318e-05,1.02908324662215e-06
-0.00401952290651339,-0.0030880095415121,-1.6912539373391e-05,5.10740222199618e-06
-0.00402272963659344,-0.00308614987648427,-1.93466228359234e-05,6.8791326853902e-06
-0.00402592444574383,-0.00308657902995223,-2.1234820283296e-05,6.76046382465567e-06
-0.00402696156662473,-0.00308574456487564,-2.20052526833617e-05,7.14432444740502e-06
-0.00402553105506486,-0.00308332461615352,-2.03796292929744e-05,8.78613773167593e-06
-0.00402230048312548,-0.00308283585803722,-1.64351123147359e-05,9.82798582258909e-06
-0.00401873612515546,-0.00308413523937078,-1.13198160097134e-05,8.69423439559297e-06
-0.00401283526497097,-0.00308647174158524,-5.72531856523202e-06,5.90482302291518e-06
-0.00400689864199749,-0.00308949965772031,1.92782119955768e-07,2.51105069311426e-06
-0.0040027024747552,-0.00309352893194729,6.15894163653077e-06,-1.02369251320987e-06
-0.00399713540060135,-0.00309653300622302,1.18564002064596e-05,-3.30978094104879e-06
-0.00399228358222744,-0.00309388655983726,1.66220589810455e-05,-1.66600620366684e-06
-0.00399121069855754,-0.00308773536012979,1.85593588610253e-05,4.71895301574088e-06
-0.00399409556353662,-0.00308094043022039,1.58142825474007e-05,1.26484498039097e-05
-0.00400127196319532,-0.00307525414676989,9.90099208005689e-06,1.79876849754589e-05
-0.00400476479558735,-0.00307329911430473,5.73777837830448e-06,1.99404671338596e-05
-0.00400428795840072,-0.0030736567421947,6.41041516985682e-06,2.0346069595318e-05
-0.00400283360498152,-0.00307424086774831,9.37790581396331e-06,1.98124633998449e-05
-0.00400189185153793,-0.0030774356768987,9.97851218435889e-06,1.73423265821569e-05
-0.00400390648865142,-0.00308130997904003,7.44186266813928e-06,1.36659078819753e-05
