BCL,BCC,BCL_Filtered,BCC_Filtered
-,-,-,-
0.00170383463524786,-0.000801992464184312,-3.74177901559835e-21,6.07204313813976e-21
0.00169553766820059,-0.000805759477958648,-8.56965838245965e-06,-4.54913355733699e-06
0.00169025669635872,-0.000805223036123695,-1.2830949076637e-05,-4.00947426364609e-06
0.00169125805445063,-0.000798571157370279,-1.28558906190865e-05,1.69242418222488e-06
0.00169084082191234,-0.000791907357687196,-1.26793395760488e-05,7.30484761480076e-06
0.00168709764999733,-0.000792431878592484,-1.56645386962411e-05,7.65012753996681e-06
0.00168342600366032,-0.000794696855228952,-2.10007426596081e-05,3.52485717803133e-06
0.00167776356206915,-0.000796663808623779,-2.51862203267536e-05,1.0124511894074e-06
0.00167697678071122,-0.00079342131575473,-2.62143840641464e-05,4.46073415086197e-06
0.00167847881784909,-0.000785541581245755,-2.51352291438166e-05,1.16938152859525e-05
0.00168005238056495,-0.00077834133972772,-2.36438610383379e-05,1.72357826078424e-05
0.00168179283629613,-0.000776791618871189,-2.16639904946065e-05,1.88412723056987e-05
0.00168498764544652,-0.000776612804926205,-1.81244226566102e-05,1.92719028536451e-05
0.00169111500329465,-0.000771474884240322,-1.30229687933029e-05,2.24398007235593e-05
0.00169705162626813,-0.000764143512495965,-7.39914453483346e-06,2.92271997892427e-05
0.0017015696586114,-0.000756907508188934,-1.68439257256301e-06,3.66817338095282e-05
0.00170904408151174,-0.000752222582830345,4.61013945302933e-06,4.04307816072886e-05
0.00171638737418576,-0.00075280670838396,1.15209448082131e-05,3.85442103109949e-05
0.00172364722035213,-0.000757074401204252,1.80582242783656e-05,3.36891429417576e-05
0.0017270208434475,-0.000760507628947951,2.3289299269851e-05,3.0463497461339e-05
0.00173355351290426,-0.000759255931333061,2.70990804420821e-05,3.0042073102364e-05
0.00173593769883738,-0.000759649322012026,2.95172417662111e-05,2.90946747365069e-05
0.00173649798253167,-0.000762891814881075,3.01410644208358e-05,2.48282667504462e-05
0.00173504362911246,-0.000769102619236864,2.87564203632892e-05,1.86500876447061e-05
0.00173387537800523,-0.00077344183763515,2.58004640129459e-05,1.28460666813405e-05
0.00173059712234718,-0.000779044674577992,2.15751420679453e-05,6.09914518041583e-06
0.0017235160901258,-0.000789022492708116,1.57269195593377e-05,-4.30742243740943e-06
