BCL,BCC,BCL_Filtered,BCC_Filtered
-,-,-,-
0.000889480167000304,0.00140620478428631,-1.04789931833774e-21,-1.0183236822634e-20
0.000887322478730826,0.00141834029068591,-4.58465067447703e-06,6.25688107178203e-06
0.000889575534437629,0.00143574484799772,-5.77619445920333e-06,1.6797710806335e-05
0.000895142608591473,0.00145474680988472,-2.92972923776892e-06,2.94318230301485e-05
0.000902724319858808,0.00147043475332467,2.21344364840563e-06,3.88609656513854e-05
0.00091140275665538,0.00148092517143042,7.93281489754592e-06,4.434136722065e-05
0.000919961984155296,0.00149396666848461,1.38653146804348e-05,5.00272214127396e-05
0.000929498727887793,0.00150880822591831,2.04176112691818e-05,5.85054881231653e-05
0.000938963946042296,0.00152236232294812,2.76357857887202e-05,6.79427264618701e-05
0.000948631820001115,0.00153710851294449,3.46028928636321e-05,7.5939176679842e-05
0.000956225452198115,0.0015499354332647,3.97326092818765e-05,8.24632768504299e-05
0.000961291847306004,0.00155971059559051,4.20905367070406e-05,8.75811828508999e-05
0.000964129028566422,0.00156642207899225,4.26081187665209e-05,8.94759393017666e-05
0.000966346321484227,0.00157032022299291,4.32358885873966e-05,8.71575555682207e-05
0.000971043167772482,0.00157136926480348,4.45577815000556e-05,8.32516306384995e-05
0.000973236618830956,0.00157345542749497,4.52335427031016e-05,8.16258809877003e-05
0.000974297581571196,0.00158035764577136,4.43640403182913e-05,8.31065101298527e-05
0.000975143967577455,0.00158696184080612,4.30765872411407e-05,8.52758592663685e-05
0.000976598320996661,0.00159101495689243,4.24830071527112e-05,8.54049572300985e-05
0.000977003632605292,0.00159107456154076,4.1149602779295e-05,8.16021495526665e-05
0.000973475037424268,0.00158548364552758,3.64813534166092e-05,7.22138820394332e-05
0.000967598019099117,0.00157443294372755,2.83075686666387e-05,5.70774253469885e-05
0.00095977788923847,0.00155950793978619,1.93294505813424e-05,3.96237033305173e-05
0.000953781661616663,0.00154830226590051,1.19424576253272e-05,2.51705569674061e-05
0.000949192103695399,0.00154266366616867,6.23496253432031e-06,1.59810680434685e-05
0.000945818480600028,0.00153796681988042,1.39717713907528e-06,9.47244463857852e-06
0.000942826327253957,0.00153305539685818,-2.59256719245595e-06,1.96781601650137e-06
0.000940835531999798,0.00152660617390908,-5.53529212696731e-06,-7.47254122515831e-06
0.00093884473674564,0.00151702174645792,-8.06554437842754e-06,-1.78671291591802e-05
0.000937032755436465,0.00150830754687235,-1.11993847422428e-05,-2.90137643498872e-05
0.000933551843974104,0.00149816283572691,-1.55488943181918e-05,-4.13640590794158e-05
0.000927031095447009,0.00148578891073399,-2.15321632056516e-05,-5.39732810445245e-05
0.000920546109708912,0.00147662171582113,-2.93365455163201e-05,-6.44066702579967e-05
0.000913476998417199,0.00147331961830375,-3.77195170650487e-05,-7.06197366395686e-05
0.000905966812727857,0.00147081622307397,-4.36270474970736e-05,-7.17796042684452e-05
0.00090658670107047,0.0014762164042125,-4.43190274986716e-05,-6.76099330919075e-05
0.000911581570600365,0.00148680218975557,-3.99617676423593e-05,-5.84337874119182e-05
0.000917887742393478,0.00149978408216143,-3.3505468057788e-05,-4.59741676661912e-05
0.000922370011947752,0.00151178845833471,-2.7981954082949e-05,-3.2755163121857e-05
0.000927531774492966,0.00152497300654489,-2.41357525812647e-05,-2.01523107462328e-05
0.000931537206860614,0.00153969535468193,-2.03047424989559e-05,-7.73125516547655e-06
0.000936400946164187,0.00155023345650634,-1.41811958990063e-05,5.30702673476613e-06
0.0009453774062024,0.00156304845589688,-5.02212675030896e-06,1.87707106540906e-05
0.000957262573079024,0.00157818803657222,5.42072798502714e-06,3.16370589976208e-05
0.000964713154120037,0.00158827314306934,1.43870388241607e-05,4.26556163124835e-05
0.000970459042218866,0.00159368524513753,2.07348477888138e-05,5.05002296354629e-05
0.000975966511724383,0.00159852514258177,2.55791193155577e-05,5.40646153137355e-05
0.000979995785951363,0.00159767875657551,3.00629746571525e-05,5.29455300595453e-05
0.000982797204422784,0.00159028778018283,3.34355666217314e-05,4.72322476429313e-05
0.000982749520704122,0.00157915363187514,3.42324852666604e-05,3.70659171055872e-05
0.000981819688190203,0.00156587371622763,3.26088640891967e-05,2.33501978622428e-05
0.000978541432532157,0.00155110368437193,3.01024396017144e-05,8.7130704896963e-06
0.000974988995491802,0.00153726348503014,2.72436890379474e-05,-3.70893614020003e-06
0.000970292149203548,0.00152683267157273,2.28702647129687e-05,-1.29490439920386e-05
0.0009639978983401,0.00152015695095998,1.62336262822249e-05,-2.06292265506773e-05
0.00095536714526219,0.00151149043509307,8.55957537541329e-06,-2.84651327722334e-05
0.000948035773517833,0.00150178679834526,1.68354091153286e-06,-3.67283497149238e-05
0.000942254122630007,0.00149273881272905,-4.04673176360605e-06,-4.54806558784749e-05
0.000936818178702484,0.0014834285666602,-9.49790791361428e-06,-5.52252055546822e-05
0.000930559690628033,0.00147285470204679,-1.48543378585289e-05,-6.49919927330844e-05
0.000925827081550782,0.00146487960010049,-1.92495430945275e-05,-7.17140974176595e-05
0.000923132951446351,0.00146312722343965,-2.25478499756766e-05,-7.37951181589841e-05
0.000918090398197794,0.00146247157230804,-2.64995399260409e-05,-7.42166389162226e-05
0.000911450440374043,0.00145869263760404,-3.31934445712529e-05,-7.75500107193134e-05
0.000901961380360209,0.00145150431701567,-4.24192433666711e-05,-8.41247400873904e-05
0.000893402152860293,0.00144562729869052,-5.11951857322752e-05,-8.94250817573633e-05
0.000887739711269123,0.00144681939165708,-5.6208341424441e-05,-8.92788806767158e-05
0.000887382083379154,0.00145156392166399,-5.64351538372895e-05,-8.33731096145753e-05
0.000891137176223825,0.00146098145609984,-5.30954755818753e-05,-7.33779558619528e-05
0.000896215492261379,0.00147451171127031,-4.7496027197316e-05,-6.02366841331734e-05
0.000903761440739717,0.0014906049663189,-3.98377667931726e-05,-4.46132310571587e-05
0.00091360812864352,0.00150598296558755,-3.02946971919049e-05,-2.79552440824585e-05
0.000923371370039664,0.00152245769038544,-2.01374078973341e-05,-1.11986512764055e-05
0.000933158453295139,0.00154172191272509,-1.06939234237562e-05,6.5540010117162e-06
0.000941968020318032,0.00156024703742546,-1.66305422409684e-06,2.64588559310559e-05
0.000951707419854845,0.00158056030157568,8.17614286621806e-06,4.75498557243816e-05
0.000962412414694572,0.00160191068660681,1.84283811015963e-05,6.69811856170234e-05
0.000970494805007863,0.00161559591386294,2.66414741106277e-05,8.20866712374072e-05
0.000974786339687487,0.00162432203437817,3.11899511971366e-05,9.15195700241638e-05
0.000977671204666567,0.00162943611320472,3.35452944300651e-05,9.54012315401039e-05
0.000980627595223641,0.0016293049829784,3.64698291845136e-05,9.53932255668282e-05
0.000984382688068312,0.00162576446686771,4.05238637180957e-05,9.36702058430392e-05
0.000988161622772313,0.00162385711812121,4.36792432176754e-05,9.07253924305319e-05
0.000988304673928301,0.00161900529974731,4.41550527702278e-05,8.5186650420844e-05
0.000986671506564111,0.00160882482581287,4.21646721821515e-05,7.68351649741808e-05
0.000983190595101749,0.00160001525878997,3.8627237706057e-05,6.8251006228587e-05
0.000978326855798176,0.00159479389159643,3.36504398975218e-05,6.17195668345468e-05
0.00097178226541175,0.00158796319889803,2.7188253115545e-05,5.6094618633495e-05
0.000965189991306662,0.00158016691089671,2.02338708591087e-05,4.92250181775536e-05
0.000959324893911176,0.0015734792693543,1.42887356586021e-05,4.20730953939559e-05
0.00095506912202055,0.00156805524635644,1.00840363243412e-05,3.69788023856759e-05
0.000952518043072107,0.00156345376750551,7.57932554113984e-06,3.26216549211585e-05
0.000952196177971135,0.00155423888887399,6.66790082176013e-06,2.50918355566979e-05
0.00095199352216682,0.00154451141026684,6.90467249928568e-06,1.4422127894234e-05
0.000952458438423779,0.001535058113042,6.87045108890056e-06,5.16003584568762e-06
0.000950038489701658,0.00152591475998847,4.92259201522839e-06,-1.59221186566461e-06
0.00094624763406799,0.00151695022087993,7.27350310077391e-07,-1.17211364646151e-05
0.000941360052905086,0.00149894961708484,-4.6249764630467e-06,-2.94707485772762e-05
0.000935232695056957,0.00147715815765608,-1.00098021228151e-05,-4.88285319857867e-05
0.000930094774371074,0.00146777638600924,-1.51168255159068e-05,-5.90519441373303e-05
0.000926244314089078,0.0014697671812634,-2.00275017464122e-05,-5.73489674040562e-05
0.000920963342247208,0.00147355803689707,-2.47734444512772e-05,-5.08174968943731e-05
0.000915730054124001,0.00147823104132599,-2.9363590998861e-05,-4.63073656414258e-05
0.000912237221731974,0.00148160466442136,-3.34203913998732e-05,-4.38523141752059e-05
0.000910925919468756,0.00148297557133291,-3.56233334712981e-05,-4.08706252172449e-05
0.000910675579945778,0.00148420342708846,-3.43730633523289e-05,-3.72490721885443e-05
0.000916063840154638,0.00149016389192128,-2.94535337355962e-05,-3.3618077941562e-05
0.000923609788632976,0.00149397858941427,-2.25113428634311e-05,-2.88336678787568e-05
0.000929939802285421,0.00149773368225894,-1.56063876952622e-05,-2.24824572969341e-05
0.000936138685711544,0.0015039921703334,-9.75625187366377e-06,-1.69935657121313e-05
0.000940239485516517,0.00150690087717181,-4.93977897306868e-06,-1.42365088223039e-05
0.000945329722483738,0.00150804528641971,-6.39697730536362e-07,-1.23992867193994e-05
0.000950074252490655,0.0015092969840346,4.06009901099458e-06,-9.08671500726464e-06
0.000955319461543528,0.00151411303961951,1.00805648734206e-05,-5.29386687174436e-06
0.000963139591404175,0.00151624688602965,1.72328754618644e-05,-3.37761186875018e-06
0.000969421921337957,0.00151474484889179,2.38615806037551e-05,-3.15408400677145e-06
0.000974297581571196,0.00151478061168078,2.8258936167165e-05,-3.11467688237917e-06
0.000976121483810036,0.0015141488024085,3.02024831324643e-05,-3.67508991537538e-06
0.000975775776849733,0.00151208648157635,3.05223553813746e-05,-6.04735721529226e-06
0.00097551351639709,0.00150774726317807,2.93874216036606e-05,-9.64742275360404e-06
0.000972425995613694,0.00150282391922616,2.58435046707547e-05,-1.37977275874465e-05
0.000964689312260706,0.00149763831482162,1.9393128422626e-05,-1.97915133722955e-05
0.000957882461421636,0.0014906407291079,1.15887446357199e-05,-2.72596987182397e-05
0.000951588210558188,0.00148559817585934,5.32874860167719e-06,-3.06882279968921e-05
0.000948762950227436,0.00149245271041707,2.15417275224706e-06,-2.47824307997234e-05
0.000946950968918262,0.00150560149583825,5.68976453011648e-07,-1.21165571744136e-05
0.000943899210923863,0.0015168906162316,-2.14291197266339e-06,3.36336001805835e-08
0.000940895136648126,0.00152777442501631,-6.35434040939511e-06,9.54639913079113e-06
0.000937795694935065,0.00153682241063252,-9.55608147413432e-06,1.95993385163682e-05
0.00093606716013355,0.00154675254504398,-1.02084831407936e-05,2.89924162969231e-05
0.000936484392671847,0.00154979238210871,-1.08410577982247e-05,3.04282403510964e-05
0.000932812746334836,0.00153973111747093,-1.53339352297635e-05,2.15315629775228e-05
0.00092397933745261,0.00152897843891254,-2.33986607283129e-05,1.07119646536518e-05
0.000917625481940835,0.00152785787152397,-2.99468023066341e-05,7.35208708226047e-06
0.000917708928448494,0.0015309692341667,-3.06285544400336e-05,1.1185520744638e-05
0.000922417695666414,0.00153578528975161,-2.63514409481603e-05,1.58823790189151e-05
0.000926697309416372,0.00153888473146467,-2.14062483589279e-05,1.81982249999792e-05
