Time_s,BCL_Envelope_Raw,BCC_Envelope_Raw
42.3165,2.12019753090143e-05,9.46726437761203e-05
42.317,2.11933966656771e-05,9.48744619583417e-05
42.3175,2.11853198674394e-05,9.50773584172237e-05
42.318,2.11777406953402e-05,9.52812867795892e-05
42.3185,2.11706548057737e-05,9.5486200420506e-05
42.319,2.11640577324255e-05,9.56920524766446e-05
42.3195,2.11579448882473e-05,9.58987958596727e-05
42.32,2.11523115674684e-05,9.61063832696853e-05
42.3205,2.11471529476428e-05,9.63147672086676e-05
42.321,2.1142464091732e-05,9.65238999939899e-05
42.3215,2.11382399502215e-05,9.67337337719299e-05
42.322,2.11344753632715e-05,9.69442205312228e-05
42.3225,2.11311650628996e-05,9.71553121166341e-05
42.323,2.11283036751962e-05,9.73669602425535e-05
42.3235,2.11258857225712e-05,9.75791165066065e-05
42.324,2.11239056260312e-05,9.77917324032793e-05
42.3245,2.11223577074879e-05,9.80047593375551e-05
42.325,2.1121236192095e-05,9.82181486385575e-05
42.3255,2.11205352106152e-05,9.84318515731967e-05
42.326,2.11202488018156e-05,9.86458193598168e-05
42.3265,2.11203709148909e-05,9.88600031818385e-05
42.327,2.11208954119138e-05,9.90743542013958e-05
42.3275,2.11218160703127e-05,9.9288823572962e-05
42.328,2.11231265853747e-05,9.95033624569604e-05
42.3285,2.11248205727744e-05,9.97179220333587e-05
42.329,2.11268915711267e-05,9.99324535152396e-05
42.3295,2.11293330445638e-05,0.000100146908162346
42.33,2.11321383853345e-05,0.000100361237294592
42.3305,2.11353009164266e-05,0.000100575392305544
42.331,2.11388138942096e-05,0.00010078932467585
42.3315,2.11426705110986e-05,0.000101002985986634
42.332,2.11468638982381e-05,0.000101216327932825
42.3325,2.11513871282042e-05,0.000101429302336441
42.333,2.11562332177247e-05,0.000101641861159799
42.3335,2.11613951304161e-05,0.000101853956518665
42.334,2.11668657795366e-05,0.000102065540695324
42.3345,2.11726380307538e-05,0.00010227656615158
42.335,2.1178704704926e-05,0.000102486985541666
42.3355,2.11850585808953e-05,0.000102696751725076
42.336,2.11916923982933e-05,0.000102905817779299
42.3365,2.11985988603548e-05,0.000103114137012466
42.337,2.12057706367419e-05,0.000103321662975904
42.3375,2.12132003663735e-05,0.00010352834947658
42.338,2.12208806602617e-05,0.000103734150589461
42.3385,2.12288041043513e-05,0.000103939020669753
42.339,2.12369632623637e-05,0.000104142914365053
42.3395,2.12453506786401e-05,0.000104345786627376
42.34,2.12539588809869e-05,0.000104547592725087
42.3405,2.12627803835184e-05,0.000104748288254706
42.341,2.12718076894982e-05,0.000104947829152611
42.3415,2.12810332941764e-05,0.000105146171706604
42.342,2.12904496876219e-05,0.000105343272567375
42.3425,2.13000493575501e-05,0.000105539088759819
42.343,2.13098247921424e-05,0.000105733577694235
42.3435,2.13197684828597e-05,0.000105926697177384
42.344,2.13298729272459e-05,0.000106118405423408
42.3445,2.13401306317235e-05,0.000106308661064612
42.345,2.1350534114378e-05,0.000106497423162089
42.3455,2.13610759077314e-05,0.000106684651216206
42.346,2.13717485615035e-05,0.000106870305176927
42.3465,2.13825446453596e-05,0.000107054345453994
42.347,2.13934567516442e-05,0.000107236732926938
42.3475,2.14044774980987e-05,0.000107417428954942
42.348,2.14155995305629e-05,0.000107596395386543
42.3485,2.14268155256581e-05,0.000107773594569175
