Time_s,BCL_Envelope_Smoothed,BCC_Envelope_Smoothed
20.128,2.16258587254216e-05,8.36397949011627e-05
20.1285,2.15816469425253e-05,8.36069618293909e-05
20.129,2.15368932938694e-05,8.35722826353737e-05
20.1295,2.14916119552527e-05,8.35357701224076e-05
20.13,2.14458170494285e-05,8.34974372443091e-05
20.1305,2.1399522644003e-05,8.34572971032469e-05
20.131,2.13527427493619e-05,8.34153629475582e-05
20.1315,2.13054913166264e-05,8.33716481695487e-05
20.132,2.12577822356353e-05,8.33261663032826e-05
20.1325,2.12096293329595e-05,8.3278931022355e-05
20.133,2.11610463699431e-05,8.32299561376555e-05
20.1335,2.11120470407759e-05,8.31792555951167e-05
20.134,2.10626449705946e-05,8.31268434734542e-05
20.1345,2.10128537136152e-05,8.30727339818941e-05
20.135,2.09626867512953e-05,8.30169414578909e-05
20.1355,2.09121574905271e-05,8.29594803648356e-05
20.136,2.08612792618617e-05,8.29003652897551e-05
20.1365,2.08100653177641e-05,8.28396109410035e-05
20.137,2.07585288308998e-05,8.27772321459443e-05
20.1375,2.0706682892453e-05,8.27132438486266e-05
20.138,2.06545405104761e-05,8.2647661107453e-05
20.1385,2.06021146082717e-05,8.25804990928417e-05
20.139,2.05494180228062e-05,8.25117730848835e-05
20.1395,2.04964635031559e-05,8.24414984709915e-05
20.14,2.04432637089846e-05,8.23696907435467e-05
20.1405,2.03898312090553e-05,8.22963654975398e-05
20.141,2.03361784797726e-05,8.22215384282068e-05
20.1415,2.0282317903759e-05,8.2145225328663e-05
20.142,2.02282617684636e-05,8.20674420875325e-05
20.1425,2.01740222648033e-05,8.19882046865747e-05
20.143,2.01196114858373e-05,8.19075291983093e-05
20.1435,2.00650414254748e-05,8.18254317836382e-05
20.144,2.00103239772146e-05,8.17419286894662e-05
20.1445,1.99554709329192e-05,8.16570362463208e-05
20.145,1.99004939816208e-05,8.15707708659703e-05
20.1455,1.98454047083613e-05,8.14831490390429e-05
20.146,1.97902145930642e-05,8.13941873326433e-05
20.1465,1.97349350094413e-05,8.13039023879725e-05
20.147,1.96795772239306e-05,8.12123109179464e-05
20.1475,1.96241523946687e-05,8.11194297048155e-05
20.148,1.95686715704957e-05,8.10252755977876e-05
20.1485,1.95131456899928e-05,8.09298655106503e-05
20.149,1.94575855805534e-05,8.08332164193969e-05
20.1495,1.94020019574864e-05,8.07353453598554e-05
20.15,1.93464054231531e-05,8.06362694253182e-05
20.1505,1.92908064661359e-05,8.05360057641777e-05
20.151,1.92352154604404e-05,8.04345715775639e-05
20.1515,1.91796426647297e-05,8.03319841169861e-05
20.152,1.91240982215907e-05,8.0228260681979e-05
20.1525,1.90685921568334e-05,8.0123418617754e-05
20.153,1.9013134378822e-05,8.00174753128544e-05
20.1535,1.89577346778381e-05,7.9910448196816e-05
20.154,1.89024027254753e-05,7.98023547378338e-05
20.1545,1.88471480740664e-05,7.96932124404336e-05
20.155,1.87919801561415e-05,7.95830388431503e-05
20.1555,1.87369082839178e-05,7.94718515162111e-05
20.156,1.868194164882e-05,7.93596680592272e-05
20.1565,1.8627089321033e-05,7.92465060988902e-05
20.157,1.85723602490839e-05,7.91323832866758e-05
20.1575,1.85177632594559e-05,7.90173172965565e-05
20.158,1.84633070562312e-05,7.89013258227178e-05
20.1585,1.84090002207658e-05,7.87844265772846e-05
20.159,1.83548512113931e-05,7.8666637288056e-05
20.1595,1.8300868363157e-05,7.85479756962434e-05
20.16,1.82470598875757e-05,7.84284595542227e-05
20.1605,1.81934338724332e-05,7.83081066232878e-05
20.161,1.81399982816011e-05,7.81869346714184e-05
20.1615,1.80867609548885e-05,7.8064961471052e-05
20.162,1.80337296079204e-05,7.79422047968653e-05
20.1625,1.7980911832044e-05,7.78186824235652e-05
20.163,1.79283150942636e-05,7.76944121236862e-05
20.1635,1.78759467372028e-05,7.75694116653987e-05
20.164,1.78238139790938e-05,7.74436988103242e-05
20.1645,1.77719239137939e-05,7.73172913113598e-05
20.165,1.77202835108292e-05,7.71902069105116e-05
20.1655,1.76688996154639e-05,7.70624633367373e-05
20.166,1.76177789487968e-05,7.69340783037959e-05
20.1665,1.75669281078828e-05,7.68050695081085e-05
20.167,1.75163535658806e-05,7.66754546266266e-05
20.1675,1.7466061672225e-05,7.65452513147092e-05
20.168,1.74160586528245e-05,7.64144772040093e-05
20.1685,1.73663506102837e-05,7.62831499003693e-05
20.169,1.73169435241498e-05,7.61512869817246e-05
20.1695,1.72678432511824e-05,7.60189059960158e-05
20.17,1.72190555256484e-05,7.58860244591117e-05
20.1705,1.71705859596385e-05,7.57526598527373e-05
20.171,1.71224400434083e-05,7.56188296224144e-05
20.1715,1.70746231457407e-05,7.54845511754077e-05
20.172,1.70271405143313e-05,7.53498418786815e-05
20.1725,1.69799972761958e-05,7.52147190568634e-05
20.173,1.69331984380989e-05,7.50791999902174e-05
20.1735,1.68867488870046e-05,7.49433019126252e-05
20.174,1.68406533905472e-05,7.48070420095752e-05
20.1745,1.67949165975235e-05,7.46704374161609e-05
20.175,1.67495430384048e-05,7.45335052150865e-05
20.1755,1.67045371258691e-05,7.43962624346818e-05
20.176,1.66599031553532e-05,7.42587260469245e-05
20.1765,1.66156453056237e-05,7.41209129654711e-05
20.177,1.65717676393669e-05,7.39828400436968e-05
20.1775,1.65282741037978e-05,7.38445240727425e-05
20.178,1.64851685312875e-05,7.37059817795711e-05
20.1785,1.64424546400075e-05,7.35672298250317e-05
20.179,1.6400136034593e-05,7.34282848019341e-05
20.1795,1.63582162068221e-05,7.32891632331278e-05
20.18,1.63166985363137e-05,7.31498815695954e-05
20.1805,1.62755862912399e-05,7.30104561885493e-05
20.181,1.62348826290565e-05,7.28709033915418e-05
20.1815,1.61945905972486e-05,7.27312394025812e-05
20.182,1.61547131340914e-05,7.25914803662594e-05
20.1825,1.61152530694276e-05,7.24516423458877e-05
20.183,1.60762131254585e-05,7.23117413216418e-05
20.1835,1.603759591755e-05,7.21717931887189e-05
20.184,1.59994039550539e-05,7.20318137555029e-05
20.1845,1.59616396421415e-05,7.18918187417403e-05
20.185,1.59243052786522e-05,7.17518237767282e-05
20.1855,1.58874030609547e-05,7.16118443975108e-05
20.186,1.58509350828219e-05,7.147189604709e-05
20.1865,1.58149033363177e-05,7.13319940726455e-05
20.187,1.57793097126962e-05,7.11921537237679e-05
20.1875,1.57441560033139e-05,7.10523901507036e-05
20.188,1.57094439005526e-05,7.09127184026137e-05
20.1885,1.56751749987538e-05,7.07731534258435e-05
20.189,1.56413507951645e-05,7.06337100622094e-05
20.1895,1.56079726908936e-05,7.04944030472958e-05
20.19,1.55750419918789e-05,7.03552470087695e-05
20.1905,1.55425599098632e-05,7.02162564647078e-05
20.191,1.55105275633814e-05,7.00774458219418e-05
20.1915,1.54789459787562e-05,6.99388293744166e-05
20.192,1.54478160911031e-05,6.98004213015669e-05
20.1925,1.54171387453441e-05,6.96622356667108e-05
20.193,1.53869146972297e-05,6.95242864154593e-05
20.1935,1.53571446143689e-05,6.93865873741458e-05
20.194,1.53278290772674e-05,6.92491522482727e-05
20.1945,1.52989685803723e-05,6.91119946209778e-05
20.195,1.52705635331247e-05,6.89751279515193e-05
20.1955,1.52426142610187e-05,6.88385655737829e-05
20.196,1.52151210066665e-05,6.87023206948072e-05
20.1965,1.51880839308697e-05,6.85664063933322e-05
20.197,1.51615031136968e-05,6.84308356183685e-05
20.1975,1.5135378555565e-05,6.82956211877893e-05
20.198,1.51097101783284e-05,6.81607757869457e-05
20.1985,1.50844978263693e-05,6.80263119673039e-05
20.199,1.50597412676953e-05,6.78922421451081e-05
20.1995,1.50354401950396e-05,6.77585786000668e-05
20.2,1.5011594226965e-05,6.76253334740652e-05
20.2005,1.49882029089715e-05,6.74925187699017e-05
20.201,1.49652657146069e-05,6.73601463500523e-05
20.2015,1.49427820465797e-05,6.72282279354599e-05
20.202,1.49207512378746e-05,6.70967751043526e-05
20.2025,1.48991725528699e-05,6.69657992910877e-05
20.203,1.48780451884569e-05,6.68353117850264e-05
20.2035,1.48573682751597e-05,6.6705323729434e-05
20.204,1.48371408782569e-05,6.65758461204125e-05
20.2045,1.48173619989038e-05,6.644688980586e-05
20.205,1.47980305752544e-05,6.63184654844627e-05
20.2055,1.47791454835836e-05,6.61905837047147e-05
20.206,1.47607055394097e-05,6.60632548639716e-05
20.2065,1.47427094986153e-05,6.59364892075319e-05
20.207,1.47251560585676e-05,6.58102968277536e-05
20.2075,1.47080438592378e-05,6.56846876632006e-05
20.208,1.4691371484318e-05,6.55596714978211e-05
20.2085,1.4675137462337e-05,6.54352579601605e-05
20.209,1.46593402677734e-05,6.53114565226061e-05
20.2095,1.46439783221659e-05,6.51882765006635e-05
20.21,1.46290499952217e-05,6.50657270522702e-05
20.2105,1.46145536059203e-05,6.49438171771387e-05
20.211,1.46004874236151e-05,6.48225557161363e-05
20.2115,1.45868496691306e-05,6.47019513506979e-05
20.212,1.45736385158552e-05,6.4582012602272e-05
20.2125,1.45608520908305e-05,6.44627478318044e-05
20.213,1.45484884758351e-05,6.4344165239252e-05
20.2135,1.4536545708464e-05,6.42262728631343e-05
20.214,1.45250217832023e-05,6.41090785801195e-05
20.2145,1.45139146524938e-05,6.39925901046437e-05
20.215,1.45032222278035e-05,6.38768149885669e-05
20.2155,1.44929423806742e-05,6.3761760620863e-05
20.216,1.44830729437765e-05,6.36474342273451e-05
20.2165,1.44736117119526e-05,6.3533842870426e-05
20.217,1.44645564432529e-05,6.34209934489136e-05
20.2175,1.44559048599657e-05,6.33088926978415e-05
20.218,1.44476546496391e-05,6.31975471883343e-05
20.2185,1.4439803466096e-05,6.30869633275086e-05
20.219,1.44323489304406e-05,6.29771473584082e-05
20.2195,1.44252886320573e-05,6.28681053599744e-05
20.22,1.44186201296005e-05,6.2759843247051e-05
20.2205,1.44123409519773e-05,6.2652366770423e-05
20.221,1.44064485993196e-05,6.25456815168923e-05
20.2215,1.44009405439488e-05,6.24397929093841e-05
20.222,1.43958142313306e-05,6.23347062070905e-05
20.2225,1.43910670810206e-05,6.22304265056459e-05
20.223,1.43866964875998e-05,6.21269587373377e-05
20.2235,1.43826998216019e-05,6.20243076713493e-05
20.224,1.43790744304287e-05,6.19224779140371e-05
20.2245,1.43758176392565e-05,6.18214739092404e-05
20.225,1.43729267519327e-05,6.1721299938624e-05
20.2255,1.43703990518606e-05,6.16219601220535e-05
20.226,1.4368231802875e-05,6.15234584180025e-05
20.2265,1.43664222501059e-05,6.14257986239926e-05
20.227,1.43649676208325e-05,6.13289843770643e-05
20.2275,1.43638651253253e-05,6.12330191542797e-05
20.228,1.43631119576772e-05,6.11379062732559e-05
20.2285,1.43627052966238e-05,6.10436488927299e-05
20.229,1.43626423063522e-05,6.0950250013153e-05
20.2295,1.4362920137298e-05,6.08577124773167e-05
20.23,1.43635359269306e-05,6.07660389710063e-05
20.2305,1.43644868005278e-05,6.06752320236857e-05
20.231,1.43657698719378e-05,6.05852940092106e-05
20.2315,1.4367382244329e-05,6.04962271465707e-05
20.232,1.43693210109292e-05,6.04080335006591e-05
20.2325,1.43715832557515e-05,6.03207149830708e-05
20.233,1.43741660543092e-05,6.02342733529287e-05
20.2335,1.43770664743174e-05,6.0148710217736e-05
20.234,1.43802815763838e-05,6.0064027034256e-05
20.2345,1.43838084146864e-05,5.99802251094179e-05
20.235,1.4387644037639e-05,5.98973056012488e-05
20.2355,1.43917854885451e-05,5.98152695198313e-05
20.236,1.43962298062384e-05,5.97341177282865e-05
20.2365,1.44009740257125e-05,5.96538509437804e-05
20.237,1.44060151787364e-05,5.95744697385571e-05
20.2375,1.44113502944597e-05,5.9495974540994e-05
20.238,1.44169764000034e-05,5.94183656366805e-05
20.2385,1.44228905210401e-05,5.93416431695217e-05
20.239,1.44290896823609e-05,5.92658071428619e-05
20.2395,1.44355709084298e-05,5.91908574206334e-05
20.24,1.44423312239268e-05,5.91167937285248e-05
20.2405,1.44493676542774e-05,5.90436156551715e-05
20.241,1.44566772261709e-05,5.89713226533681e-05
20.2415,1.44642569680655e-05,5.88999140412999e-05
20.242,1.44721039106822e-05,5.88293890037951e-05
20.2425,1.44802150874854e-05,5.87597465935983e-05
20.243,1.44885875351523e-05,5.86909857326601e-05
20.2435,1.44972182940298e-05,5.86231052134494e-05
20.244,1.45061044085788e-05,5.8556103700282e-05
20.2445,1.45152429278075e-05,5.84899797306679e-05
20.245,1.45246309056922e-05,5.84247317166775e-05
20.2455,1.45342654015862e-05,5.83603579463235e-05
20.246,1.45441434806165e-05,5.82968565849615e-05
20.2465,1.455426221407e-05,5.82342256767077e-05
20.247,1.4564618679766e-05,5.81724631458708e-05
20.2475,1.45752099624192e-05,5.81115667984032e-05
20.248,1.45860331539897e-05,5.80515343233651e-05
20.2485,1.45970853540218e-05,5.79923632944061e-05
20.249,1.46083636699717e-05,5.79340511712618e-05
20.2495,1.4619865217524e-05,5.78765953012634e-05
20.25,1.46315871208962e-05,5.78199929208651e-05
20.2505,1.46435265131329e-05,5.77642411571833e-05
20.251,1.46556805363887e-05,5.77093370295506e-05
20.2515,1.46680463421999e-05,5.76552774510847e-05
20.252,1.46806210917456e-05,5.76020592302694e-05
20.2525,1.46934019560984e-05,5.75496790725502e-05
20.253,1.47063861164634e-05,5.74981335819426e-05
20.2535,1.47195707644082e-05,5.7447419262653e-05
20.254,1.47329531020811e-05,5.73975325207136e-05
20.2545,1.47465303424202e-05,5.73484696656282e-05
20.255,1.47602997093513e-05,5.73002269120331e-05
20.2555,1.47742584379766e-05,5.72528003813664e-05
20.256,1.47884037747536e-05,5.72061861035536e-05
20.2565,1.4802732977663e-05,5.71603800187024e-05
20.257,1.48172433163689e-05,5.71153779788104e-05
20.2575,1.48319320723679e-05,5.70711757494843e-05
20.258,1.484679653913e-05,5.70277690116712e-05
20.2585,1.48618340222294e-05,5.69851533634009e-05
20.259,1.48770418394676e-05,5.69433243215395e-05
20.2595,1.48924173209862e-05,5.69022773235551e-05
20.26,1.49079578093721e-05,5.68620077292942e-05
20.2605,1.49236606597537e-05,5.68225108227691e-05
20.261,1.49395232398892e-05,5.67837818139563e-05
20.2615,1.49555429302458e-05,5.67458158406068e-05
20.262,1.49717171240724e-05,5.6708607970066e-05
