Time_s,BCL_Filtered,BCC_Filtered
36.346,-1.92682006793481e-05,6.35146951250219e-06
36.3465,-1.32831253203e-05,1.09066089483942e-06
36.347,-5.89894080937651e-06,-4.21542299500695e-06
36.3475,1.32600143916377e-06,-1.00636278738346e-05
36.348,7.1509574235492e-06,-1.59813071527297e-05
36.3485,1.16719713284754e-05,-2.08935743262187e-05
36.349,1.5738319747638e-05,-2.39745546197138e-05
36.3495,1.95327333224955e-05,-2.53851421685221e-05
36.35,2.21905851906745e-05,-2.62661531386752e-05
36.3505,2.29210508543724e-05,-2.7743594976978e-05
36.351,2.21022571650318e-05,-2.99810182545767e-05
36.3515,2.0934056895854e-05,-3.25040787886568e-05
36.352,2.01824606293583e-05,-3.50486020715206e-05
36.3525,1.96771427676083e-05,-3.73355709795311e-05
36.353,1.90419832089788e-05,-3.85082481259852e-05
36.3535,1.8327064692129e-05,-3.8214924224246e-05
36.354,1.74971589288254e-05,-3.82010409962046e-05
36.3545,1.58014988138585e-05,-4.10389555815708e-05
36.355,1.25019410572132e-05,-4.65503179171355e-05
36.3555,8.22192862657704e-06,-5.08548092379562e-05
36.356,4.80344179531983e-06,-4.9881325451154e-05
36.3565,3.40730752545964e-06,-4.30538978515055e-05
36.357,2.99468060793432e-06,-3.32015238229272e-05
36.3575,9.99060257079386e-07,-2.38976132965277e-05
36.358,-4.34330884209271e-06,-1.72775004158025e-05
36.3585,-1.21915258247718e-05,-1.33567423387887e-05
36.359,-1.96646713382631e-05,-1.06004928453409e-05
36.3595,-2.44341872268029e-05,-7.4042000354729e-06
36.36,-2.66388035689581e-05,-3.3761218947883e-06
36.3605,-2.78470200405979e-05,9.69326297955021e-07
36.361,-2.84971804899799e-05,5.62458625363683e-06
36.3615,-2.74937863470272e-05,1.13584323003082e-05
36.362,-2.4491734484548e-05,1.82571162263225e-05
36.3625,-2.10311897668122e-05,2.49561052674478e-05
36.363,-1.82759290659706e-05,3.0085639459688e-05
36.3635,-1.48378873469623e-05,3.37494187848781e-05
36.364,-8.64279098915739e-06,3.6761465608649e-05
36.3645,-4.62043560449612e-07,3.91287956821856e-05
36.365,6.26732080706382e-06,4.03416528871161e-05
36.3655,9.23672966371476e-06,4.07740528604192e-05
36.366,9.40691773788147e-06,4.16097780576454e-05
36.3665,9.14040450634739e-06,4.313324287253e-05
36.367,9.51497815899377e-06,4.38660973575032e-05
36.3675,1.00780025176875e-05,4.192287806533e-05
36.368,1.03994741110583e-05,3.6917727251673e-05
36.3685,1.09428297248558e-05,3.00840163234605e-05
36.369,1.23785398237724e-05,2.27456791532627e-05
36.3695,1.46402123216708e-05,1.53515551408763e-05
36.37,1.71045340893418e-05,8.10848938344289e-06
36.3705,1.9367695926392e-05,1.77176636062127e-06
36.371,2.11408160928239e-05,-2.88846668646154e-06
36.3715,2.15851512954658e-05,-6.20826888272352e-06
36.372,1.98900937441849e-05,-9.56888775244102e-06
36.3725,1.67746483283857e-05,-1.38757419541546e-05
36.373,1.41655917779786e-05,-1.82403737163635e-05
36.3735,1.2640388234741e-05,-2.0581448631694e-05
36.374,1.01875046057557e-05,-1.98432605808958e-05
36.3745,4.45154963657969e-06,-1.75727520885762e-05
36.375,-4.37507411921277e-06,-1.70135279525678e-05
36.3755,-1.36492807029618e-05,-2.03680043522153e-05
36.376,-2.07450888342025e-05,-2.68183795032712e-05
36.3765,-2.46060115437558e-05,-3.32251145070543e-05
36.377,-2.52328700467659e-05,-3.67653078480316e-05
36.3775,-2.28663910454724e-05,-3.70125776746941e-05
36.378,-1.8159245904103e-05,-3.5913178225027e-05
36.3785,-1.2490467931968e-05,-3.61217120805536e-05
36.379,-7.44650253552742e-06,-3.88711529350974e-05
36.3795,-3.91640631668033e-06,-4.25325183812863e-05
36.38,-1.70933922747528e-06,-4.34499777121299e-05
36.3805,-1.55430243647898e-08,-3.94805380343258e-05
36.381,1.76119064476252e-06,-3.28629742423042e-05
36.3815,3.78731655339515e-06,-2.82245757368348e-05
36.382,6.25525802963055e-06,-2.75948876106943e-05
36.3825,9.17791332275272e-06,-2.89184098495959e-05
36.383,1.14975129178863e-05,-2.94964411445076e-05
36.3835,1.16687896566739e-05,-2.8812470419913e-05
36.384,9.83763360354178e-06,-2.73571548835635e-05
36.3845,8.23105609797231e-06,-2.46645045400248e-05
36.385,8.50021031145834e-06,-1.98959056374755e-05
36.3855,9.61607174046271e-06,-1.33439117016973e-05
36.386,9.1566398222468e-06,-5.98245780537912e-06
36.3865,6.06099378943851e-06,2.32558253879131e-06
36.387,1.61408564620665e-06,1.32076975017983e-05
36.3875,-2.00560825701087e-06,2.78777877393631e-05
36.388,-3.89260978927705e-06,4.51005275187116e-05
36.3885,-5.03245796310088e-06,6.16047838563004e-05
36.389,-6.77190806027721e-06,7.46540130360082e-05
36.3895,-9.20546975760957e-06,8.37350131753254e-05
36.39,-1.1583002974744e-05,8.95048192307569e-05
36.3905,-1.38009094319191e-05,9.17724923933904e-05
36.391,-1.66068078222702e-05,8.93350878443987e-05
36.3915,-2.04216393074519e-05,8.16942558306771e-05
36.392,-2.46660254416423e-05,7.02165592507262e-05
36.3925,-2.82926419369927e-05,5.73703881511411e-05
36.393,-3.0509744967349e-05,4.51546869352709e-05
36.3935,-3.10373354799975e-05,3.42805318293199e-05
36.394,-3.00907651738954e-05,2.44627534595659e-05
36.3945,-2.8077783096051e-05,1.538048181501e-05
